일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"2021/06/30","127500","2500","2.00","126500","129500","126000","4346027","557285330300","92820301537500","728002365"
"2021/06/29","125000","-1000","-0.79","127500","128000","125000","2211572","278678507000","91000295625000","728002365"
"2021/06/28","126000","-2500","-1.95","129000","129500","126000","2402730","305054504500","91728297990000","728002365"
"2021/06/25","128500","2500","1.98","128000","129000","127500","2531018","324807842500","93548303902500","728002365"
"2021/06/24","126000","2000","1.61","124000","126500","123500","2646407","332400564000","91728297990000","728002365"
"2021/06/23","124000","2000","1.64","122500","124500","122000","2703658","333503792000","90272293260000","728002365"
"2021/06/22","122000","0","0.00","122500","123500","122000","2179712","266501577312","88816288530000","728002365"
"2021/06/21","122000","-2500","-2.01","121000","123000","120500","3275288","398859617500","88816288530000","728002365"
"2021/06/18","124500","-2000","-1.58","127500","127500","124500","2506112","314308082000","90636294442500","728002365"
"2021/06/17","126500","-3000","-2.32","127000","128000","126000","2123793","268807728000","92092299172500","728002365"
"2021/06/16","129500","1000","0.78","128000","129500","127000","1893752","243901543046","94276306267500","728002365"
"2021/06/15","128500","1500","1.18","128500","129500","128000","1975082","254015860000","93548303902500","728002365"
"2021/06/14","127000","-1000","-0.78","127000","127500","125500","2022730","256163790000","92456300355000","728002365"
"2021/06/11","128000","5000","4.07","124500","128500","124000","4868608","616364167677","93184302720000","728002365"
"2021/06/10","123000","500","0.41","122500","124000","120500","4533076","555657709500","89544290895000","728002365"
"2021/06/09","122500","-5000","-3.92","125500","126000","122500","6087592","753815327750","89180289712500","728002365"
"2021/06/08","127500","-1000","-0.78","127000","127500","125000","4194955","530430765200","92820301537500","728002365"
"2021/06/07","128500","0","0.00","129500","130000","128000","2562918","330495929500","93548303902500","728002365"
"2021/06/04","128500","-500","-0.39","127500","129000","126500","2555891","326224466000","93548303902500","728002365"
"2021/06/03","129000","3000","2.38","127000","130000","126500","3353993","431738907500","93912305085000","728002365"
"2021/06/02","126000","-2500","-1.95","128500","129000","125500","2885654","366063591000","91728297990000","728002365"
"2021/06/01","128500","1500","1.18","127000","129000","126000","2819179","361144242000","93548303902500","728002365"
"2021/05/31","127000","2000","1.60","126000","127000","124000","2448074","307757152500","92456300355000","728002365"
"2021/05/28","125000","-500","-0.40","126500","126500","124000","2332971","292477328500","91000295625000","728002365"
"2021/05/27","125500","2500","2.03","124500","126000","123000","4539067","565959868106","91364296807500","728002365"
"2021/05/26","123000","0","0.00","124000","124500","122000","3015522","371449108512","89544290895000","728002365"
"2021/05/25","123000","3500","2.93","121500","123000","120500","3258364","397750334250","89544290895000","728002365"
"2021/05/24","119500","-3000","-2.45","122000","122500","119000","3188734","382902166000","86996282617500","728002365"
"2021/05/21","122500","0","0.00","124500","125500","121000","4062695","500739197500","89180289712500","728002365"
"2021/05/20","122500","1500","1.24","121000","124000","119500","4600751","562459757000","89180289712500","728002365"
"2021/05/18","121000","3500","2.98","117500","122000","117500","3470048","418341013500","88088286165000","728002365"
"2021/05/17","117500","-1000","-0.84","120000","120000","117000","3110127","367395250748","85540277887500","728002365"
"2021/05/14","118500","1000","0.85","118500","120000","118000","3227201","383650636500","86268280252500","728002365"
"2021/05/13","117500","-2000","-1.67","116000","118500","115500","6042025","707490660500","85540277887500","728002365"
"2021/05/12","119500","-3500","-2.85","123000","123500","119000","8272196","998375160153","86996282617500","728002365"
"2021/05/11","123000","-7000","-5.38","127000","127500","122000","9882491","1225765601800","89544290895000","728002365"
"2021/05/10","130000","500","0.39","131000","131000","128500","3067077","398135275000","94640307450000","728002365"
"2021/05/07","129500","500","0.39","128000","131000","127000","3450323","445020959500","94276306267500","728002365"
"2021/05/06","129000","-3000","-2.27","130000","130500","128000","4211535","543180636500","93912305085000","728002365"
"2021/05/04","132000","500","0.38","130500","132000","129000","2547004","333537768352","96096312180000","728002365"
"2021/05/03","131500","3500","2.73","127500","132500","127000","4085398","534203731108","95732310997500","728002365"
"2021/04/30","128000","-2000","-1.54","130000","130500","126500","3955947","506549397500","93184302720000","728002365"
"2021/04/29","130000","0","0.00","132000","133000","129000","3738266","487221837000","94640307450000","728002365"
"2021/04/28","130000","-5000","-3.70","134500","135000","130000","5596760","734187787360","94640307450000","728002365"
"2021/04/27","135000","3500","2.66","133000","136000","132500","3394650","455614278000","98280319275000","728002365"
"2021/04/26","131500","-1000","-0.75","132500","132500","130500","2904879","381267205572","95732310997500","728002365"
"2021/04/23","132500","-500","-0.38","130500","132500","128500","4854412","633954956100","96460313362500","728002365"
"2021/04/22","133000","500","0.38","134500","135500","133000","3007457","402386612000","96824314545000","728002365"
"2021/04/21","132500","-6000","-4.33","138000","138000","132000","5120577","689155249952","96460313362500","728002365"
"2021/04/20","138500","500","0.36","136500","138500","136500","2167732","297980160500","100828327552500","728002365"
"2021/04/19","138000","500","0.36","138000","139000","137000","1906782","263337076500","100464326370000","728002365"
"2021/04/16","137500","0","0.00","138500","139000","137500","1982877","273899499636","100100325187500","728002365"
